Angle,Intensity
17.847981598,475
17.86111188,491
17.874242163,468
17.887372446,513
17.900502728,455
17.913633011,483
17.926763294,486
17.939893576,498
17.953023859,490
17.966154142,476
17.979284424,465
17.992414707,501
18.00554499,511
18.018675273,517
18.031805555,521
18.044935838,452
18.058066121,469
18.071196403,513
18.084326686,476
18.097456969,497
18.110587251,467
18.123717534,485
18.136847817,497
18.149978099,474
18.163108382,467
18.176238665,487
18.189368947,530
18.20249923,504
18.215629513,459
18.228759795,507
18.241890078,440
18.255020361,512
18.268150643,460
18.281280926,463
18.294411209,480
18.307541491,465
18.320671774,471
18.333802057,498
18.346932339,480
18.360062622,502
18.373192905,486
18.386323187,502
18.39945347,476
18.412583753,502
18.425714035,484
18.438844318,456
18.451974601,502
18.465104884,481
18.478235166,454
18.491365449,510
18.504495732,472
18.517626014,483
18.530756297,481
18.54388658,459
18.557016862,462
18.570147145,480
18.583277428,457
18.59640771,478
18.609537993,479
18.622668276,437
18.635798558,467
18.648928841,491
18.662059124,489
18.675189406,497
18.688319689,479
18.701449972,469
18.714580254,452
18.727710537,446
18.74084082,487
18.753971102,465
18.767101385,456
18.780231668,452
18.79336195,443
18.806492233,444
18.819622516,476
18.832752798,492
18.845883081,465
18.859013364,474
18.872143646,478
18.885273929,472
18.898404212,458
18.911534495,448
18.924664777,482
18.93779506,467
18.950925343,494
18.964055625,476
18.977185908,482
18.990316191,474
19.003446473,457
19.016576756,503
19.029707039,444
19.042837321,495
19.055967604,474
19.069097887,453
19.082228169,453
19.095358452,477
19.108488735,481
19.121619017,496
19.1347493,480
19.147879583,458
19.161009865,468
19.174140148,484
19.187270431,507
19.200400713,445
19.213530996,480
19.226661279,444
19.239791561,466
19.252921844,443
19.266052127,499
19.279182409,444
19.292312692,497
19.305442975,467
19.318573257,491
19.33170354,457
19.344833823,466
19.357964106,518
19.371094388,462
19.384224671,436
19.397354954,440
19.410485236,459
19.423615519,418
19.436745802,430
19.449876084,452
19.463006367,463
19.47613665,488
19.489266932,490
19.502397215,529
19.515527498,443
19.52865778,503
19.541788063,483
19.554918346,499
19.568048628,458
19.581178911,493
19.594309194,523
19.607439476,510
19.620569759,473
19.633700042,488
19.646830324,525
19.659960607,524
19.67309089,526
19.686221172,518
19.699351455,499
19.712481738,505
19.72561202,493
19.738742303,538
19.751872586,537
19.765002868,554
19.778133151,597
19.791263434,579
19.804393717,629
19.817523999,689
19.830654282,757
19.843784565,790
19.856914847,806
19.87004513,824
19.883175413,784
19.896305695,786
19.909435978,701
19.922566261,665
19.935696543,604
19.948826826,548
19.961957109,542
19.975087391,540
19.988217674,492
20.001347957,482
20.014478239,468
20.027608522,475
20.040738805,484
20.053869087,437
20.06699937,421
20.080129653,516
20.093259935,496
20.106390218,471
20.119520501,425
20.132650783,426
20.145781066,441
20.158911349,436
20.172041631,448
20.185171914,481
20.198302197,477
20.211432479,434
20.224562762,462
20.237693045,420
20.250823328,465
20.26395361,458
20.277083893,451
20.290214176,426
20.303344458,527
20.316474741,460
20.329605024,499
20.342735306,456
20.355865589,439
20.368995872,487
20.382126154,448
20.395256437,474
20.40838672,449
20.421517002,438
20.434647285,500
20.447777568,458
20.46090785,489
20.474038133,438
20.487168416,417
20.500298698,442
20.513428981,451
20.526559264,482
20.539689546,464
20.552819829,472
20.565950112,416
20.579080394,465
20.592210677,448
20.60534096,436
20.618471242,438
20.631601525,436
20.644731808,459
20.65786209,469
20.670992373,421
20.684122656,471
20.697252939,441
20.710383221,451
20.723513504,474
20.736643787,470
20.749774069,394
20.762904352,459
20.776034635,444
20.789164917,452
20.8022952,441
20.815425483,442
20.828555765,469
20.841686048,441
20.854816331,452
20.867946613,443
20.881076896,462
20.894207179,427
20.907337461,450
20.920467744,451
20.933598027,455
20.946728309,490
20.959858592,447
20.972988875,419
20.986119157,447
20.99924944,442
21.012379723,419
21.025510005,437
21.038640288,433
21.051770571,464
21.064900853,458
21.078031136,442
21.091161419,442
21.104291702,442
21.117421984,481
21.130552267,460
21.14368255,428
21.156812832,436
21.169943115,462
21.183073398,416
21.19620368,437
21.209333963,469
21.222464246,472
21.235594528,439
21.248724811,449
21.261855094,482
21.274985376,418
21.288115659,431
21.301245942,451
21.314376224,430
21.327506507,449
21.34063679,443
21.353767072,441
21.366897355,453
21.380027638,455
21.39315792,443
21.406288203,445
21.419418486,409
21.432548768,426
21.445679051,456
21.458809334,434
21.471939616,441
21.485069899,460
21.498200182,426
21.511330464,445
21.524460747,448
21.53759103,500
21.550721313,434
21.563851595,484
21.576981878,466
21.590112161,430
21.603242443,471
21.616372726,463
21.629503009,466
21.642633291,465
21.655763574,444
21.668893857,406
21.682024139,420
21.695154422,425
21.708284705,425
21.721414987,438
21.73454527,453
21.747675553,398
21.760805835,411
21.773936118,462
21.787066401,473
21.800196683,453
21.813326966,431
21.826457249,449
21.839587531,423
21.852717814,433
21.865848097,451
21.878978379,423
21.892108662,446
21.905238945,429
21.918369227,435
21.93149951,476
21.944629793,451
21.957760075,504
21.970890358,492
21.984020641,457
21.997150924,437
22.010281206,470
22.023411489,472
22.036541772,454
22.049672054,446
22.062802337,450
22.07593262,416
22.089062902,428
22.102193185,439
22.115323468,424
22.12845375,432
22.141584033,419
22.154714316,429
22.167844598,425
22.180974881,448
22.194105164,416
22.207235446,477
22.220365729,429
22.233496012,459
22.246626294,453
22.259756577,438
22.27288686,431
22.286017142,387
22.299147425,447
22.312277708,461
22.32540799,455
22.338538273,427
22.351668556,430
22.364798838,466
22.377929121,456
22.391059404,462
22.404189686,433
22.417319969,486
22.430450252,467
22.443580535,472
22.456710817,431
22.4698411,422
22.482971383,424
22.496101665,430
22.509231948,426
22.522362231,421
22.535492513,473
22.548622796,462
22.561753079,415
22.574883361,411
22.588013644,433
22.601143927,450
22.614274209,420
22.627404492,463
22.640534775,435
22.653665057,433
22.66679534,436
22.679925623,452
22.693055905,428
22.706186188,428
22.719316471,426
22.732446753,446
22.745577036,424
22.758707319,443
22.771837601,431
22.784967884,425
22.798098167,433
22.811228449,422
22.824358732,455
22.837489015,418
22.850619297,453
22.86374958,448
22.876879863,388
22.890010146,394
22.903140428,461
22.916270711,420
22.929400994,453
22.942531276,419
22.955661559,401
22.968791842,427
22.981922124,435
22.995052407,389
23.00818269,454
23.021312972,411
23.034443255,444
23.047573538,405
23.06070382,477
23.073834103,432
23.086964386,454
23.100094668,425
23.113224951,465
23.126355234,426
23.139485516,448
23.152615799,414
23.165746082,417
23.178876364,406
23.192006647,403
23.20513693,424
23.218267212,425
23.231397495,444
23.244527778,441
23.25765806,459
23.270788343,420
23.283918626,447
23.297048908,439
23.310179191,405
23.323309474,433
23.336439757,417
23.349570039,396
23.362700322,458
23.375830605,436
23.388960887,440
23.40209117,434
23.415221453,454
23.428351735,387
23.441482018,420
23.454612301,407
23.467742583,426
23.480872866,460
23.494003149,456
23.507133431,414
23.520263714,453
23.533393997,418
23.546524279,442
23.559654562,397
23.572784845,437
23.585915127,451
23.59904541,444
23.612175693,470
23.625305975,429
23.638436258,452
23.651566541,451
23.664696823,490
23.677827106,410
23.690957389,461
23.704087671,450
23.717217954,452
23.730348237,425
23.743478519,408
23.756608802,470
23.769739085,467
23.782869368,454
23.79599965,453
23.809129933,422
23.822260216,408
23.835390498,438
23.848520781,427
23.861651064,413
23.874781346,432
23.887911629,407
23.901041912,438
23.914172194,449
23.927302477,454
23.94043276,458
23.953563042,431
23.966693325,436
23.979823608,415
23.99295389,425
24.006084173,447
24.019214456,462
24.032344738,442
24.045475021,431
24.058605304,476
24.071735586,438
24.084865869,487
24.097996152,498
24.111126434,485
24.124256717,475
24.137387,538
24.150517282,492
24.163647565,485
24.176777848,491
24.18990813,555
24.203038413,522
24.216168696,573
24.229298979,565
24.242429261,726
24.255559544,712
24.268689827,736
24.281820109,804
24.294950392,909
24.308080675,1070
24.321210957,1293
24.33434124,1529
24.347471523,1738
24.360601805,1930
24.373732088,2083
24.386862371,2143
24.399992653,2157
24.413122936,1930
24.426253219,1851
24.439383501,1667
24.452513784,1445
24.465644067,1365
24.478774349,1093
24.491904632,936
24.505034915,825
24.518165197,718
24.53129548,639
24.544425763,654
24.557556045,546
24.570686328,511
24.583816611,453
24.596946893,494
24.610077176,534
24.623207459,462
24.636337742,501
24.649468024,477
24.662598307,456
24.67572859,450
24.688858872,461
24.701989155,511
24.715119438,487
24.72824972,475
24.741380003,415
24.754510286,443
24.767640568,439
24.780770851,464
24.793901134,422
24.807031416,453
24.820161699,430
24.833291982,429
24.846422264,401
24.859552547,415
24.87268283,415
24.885813112,418
24.898943395,430
24.912073678,441
24.92520396,416
24.938334243,436
24.951464526,411
24.964594808,468
24.977725091,426
24.990855374,415
25.003985656,422
25.017115939,406
25.030246222,396
25.043376504,463
25.056506787,432
25.06963707,454
25.082767353,384
25.095897635,423
25.109027918,465
25.122158201,460
25.135288483,428
25.148418766,413
25.161549049,414
25.174679331,410
25.187809614,407
25.200939897,450
25.214070179,425
25.227200462,406
25.240330745,418
25.253461027,454
25.26659131,442
25.279721593,407
25.292851875,390
25.305982158,435
25.319112441,444
25.332242723,426
25.345373006,436
25.358503289,453
25.371633571,472
25.384763854,421
25.397894137,439
25.411024419,444
25.424154702,453
25.437284985,454
25.450415267,468
25.46354555,446
25.476675833,414
25.489806115,462
25.502936398,436
25.516066681,397
25.529196964,401
25.542327246,400
25.555457529,425
25.568587812,418
25.581718094,450
25.594848377,456
25.60797866,439
25.621108942,428
25.634239225,443
25.647369508,437
25.66049979,418
25.673630073,425
25.686760356,435
25.699890638,496
25.713020921,419
25.726151204,420
25.739281486,472
25.752411769,401
25.765542052,480
25.778672334,474
25.791802617,438
25.8049329,381
25.818063182,475
25.831193465,438
25.844323748,452
25.85745403,452
25.870584313,410
25.883714596,427
25.896844878,434
25.909975161,417
25.923105444,408
25.936235726,430
25.949366009,519
25.962496292,439
25.975626575,449
25.988756857,461
26.00188714,426
26.015017423,412
26.028147705,452
26.041277988,438
26.054408271,448
26.067538553,443
26.080668836,454
26.093799119,436
26.106929401,417
26.120059684,427
26.133189967,447
26.146320249,480
26.159450532,481
26.172580815,459
26.185711097,469
26.19884138,463
26.211971663,461
26.225101945,495
26.238232228,493
26.251362511,461
26.264492793,452
26.277623076,496
26.290753359,481
26.303883641,510
26.317013924,522
26.330144207,543
26.343274489,533
26.356404772,571
26.369535055,522
26.382665337,569
26.39579562,622
26.408925903,630
26.422056186,738
26.435186468,713
26.448316751,767
26.461447034,813
26.474577316,803
26.487707599,924
26.500837882,906
26.513968164,993
26.527098447,961
26.54022873,978
26.553359012,977
26.566489295,952
26.579619578,837
26.59274986,861
26.605880143,774
26.619010426,760
26.632140708,711
26.645270991,628
26.658401274,625
26.671531556,564
26.684661839,595
26.697792122,534
26.710922404,518
26.724052687,511
26.73718297,493
26.750313252,487
26.763443535,444
26.776573818,480
26.7897041,520
26.802834383,461
26.815964666,460
26.829094948,463
26.842225231,468
26.855355514,409
26.868485797,418
26.881616079,459
26.894746362,439
26.907876645,428
26.921006927,451
26.93413721,438
26.947267493,438
26.960397775,439
26.973528058,458
26.986658341,455
26.999788623,455
27.012918906,472
27.026049189,450
27.039179471,445
27.052309754,456
27.065440037,390
27.078570319,435
27.091700602,475
27.104830885,423
27.117961167,423
27.13109145,433
27.144221733,421
27.157352015,428
27.170482298,427
27.183612581,432
27.196742863,447
27.209873146,401
27.223003429,374
27.236133711,429
27.249263994,427
27.262394277,434
27.275524559,458
27.288654842,390
27.301785125,433
27.314915408,386
27.32804569,454
27.341175973,443
27.354306256,440
27.367436538,469
27.380566821,439
27.393697104,403
27.406827386,409
27.419957669,426
27.433087952,443
27.446218234,408
27.459348517,458
27.4724788,446
27.485609082,414
27.498739365,428
27.511869648,425
27.52499993,442
27.538130213,444
27.551260496,465
27.564390778,448
27.577521061,443
27.590651344,456
27.603781626,414
27.616911909,432
27.630042192,472
27.643172474,445
27.656302757,421
27.66943304,485
27.682563322,444
27.695693605,403
27.708823888,500
27.721954171,470
27.735084453,447
27.748214736,434
27.761345019,429
27.774475301,453
27.787605584,448
27.800735867,443
27.813866149,442
27.826996432,471
27.840126715,427
27.853256997,437
